4129537,9983,20160712,0.275635495
6949378,3429,20160706,0.27755898
2166529,6928,20160727,0.275635495
2166529,1808,20160727,0.275635495
6172162,6500,20160708,0.275635495
4005121,9983,20160706,0.291512271
4347394,9983,20160716,0.123012129
3094273,13602,20160727,0.275635495
5139970,9983,20160729,0.275635495
3237121,13602,20160703,0.11458903
6224386,9983,20160716,0.11458903
6488578,13602,20160712,0.291512271
4164865,9983,20160703,0.11458903
4164865,8059,20160706,0.275635495
5468674,9983,20160713,0.27755898
6258178,9144,20160706,0.291512271
3659521,7341,20160727,0.260107487
3659521,13181,20160717,0.11458903
3659521,13602,20160718,0.291512271
7333378,13602,20160704,0.291512271
7333378,785,20160727,0.275635495
4454914,2978,20160711,0.291512271
6817282,8375,20160724,0.11458903
3149569,10418,20160721,0.291512271
6301186,1715,20160718,0.275635495
6301186,4203,20160708,0.261849549
2891521,13602,20160724,0.123012129
3422977,13602,20160727,0.291512271
4771330,13602,20160726,0.275635495
4513282,11799,20160712,0.275635495
3439873,13602,20160713,0.291512271
6632962,13602,20160727,0.291512271
6632962,10438,20160705,0.275635495
6912514,9934,20160724,0.123012129
2821891,10418,20160702,0.115577607
3872515,10418,20160704,0.27755898
3872515,2978,20160704,0.27755898
2699011,13602,20160705,0.291512271
5406214,3903,20160722,0.275635495
5406214,2440,20160722,0.275635495
3359491,10418,20160725,0.275635495
4147459,5743,20160715,0.291512271
5427718,4912,20160704,0.291512271
5427718,662,20160704,0.291512271
5427718,1528,20160704,0.291512271
2848003,13602,20160702,0.11458903
2726659,10842,20160724,0.11458903
3649795,2978,20160723,0.123012129
3649795,10418,20160701,0.291512271
2612995,9983,20160703,0.11458903
3808003,9983,20160721,0.275635495
3812611,3992,20160721,0.275635495
3425539,3992,20160719,0.27755898
6853126,13181,20160721,0.291512271
4251142,10609,20160707,0.291512271
3442435,13602,20160713,0.291512271
3182851,11986,20160731,0.11458903
7175686,7774,20160706,0.291512271
7175686,9983,20160717,0.123012129
3199747,8059,20160712,0.275635495
3199747,3429,20160718,0.275635495
6140422,6480,20160728,0.291512271
4001029,13602,20160704,0.275635495
3873541,2978,20160718,0.27755898
4603402,5482,20160723,0.11458903
6443530,13602,20160722,0.291512271
3627781,10418,20160713,0.291512271
4913674,8059,20160712,0.275635495
3506437,13602,20160719,0.291512271
2196229,6614,20160717,0.115577607
2329861,13849,20160724,0.123012129
3514117,9967,20160706,0.27755898
5733898,13183,20160705,0.291512271
2480389,2978,20160703,0.123012129
3928837,1904,20160722,0.275635495
3017989,13602,20160730,0.11458903
3017989,9983,20160704,0.27755898
5776906,13602,20160706,0.291512271
6332938,13602,20160724,0.123012129
5568010,8596,20160722,0.27755898
5568010,8596,20160722,0.27755898
2398981,13602,20160722,0.275635495
3208453,10418,20160713,0.275635495
7205386,13602,20160729,0.275635495
4866574,13602,20160723,0.123012129
4866574,9983,20160725,0.275635495
5394958,2601,20160712,0.275635495
6445582,13602,20160713,0.291512271
3748615,13602,20160709,0.115577607
3748615,11184,20160703,0.115577607
5941774,9983,20160711,0.275635495
2842375,3429,20160725,0.291512271
2324743,10418,20160701,0.291512271
6491662,4654,20160717,0.11458903
3644167,11463,20160710,0.123012129
3644167,11463,20160706,0.291512271
3644167,11463,20160708,0.291512271
3644167,11463,20160711,0.291512271
3644167,11463,20160713,0.291512271
2862343,3004,20160712,0.275635495
2862343,2070,20160721,0.275635495
2862343,7821,20160721,0.275635495
2862343,14,20160731,0.123012129
4676110,9983,20160727,0.275635495
3135751,3992,20160724,0.11458903
4054279,9983,20160729,0.291512271
4192519,13602,20160723,0.11458903
2363143,3780,20160703,0.11458903
2363143,13161,20160703,0.11458903
2363143,2978,20160724,0.123012129
2363143,10438,20160729,0.275635495
3025159,9983,20160703,0.115577607
3025159,10438,20160701,0.275635495
3025159,13602,20160725,0.275635495
6574606,8059,20160729,0.275635495
2771719,13602,20160728,0.275635495
2513671,9983,20160723,0.123012129
7136782,13602,20160714,0.275635495
3568903,8596,20160722,0.275635495
5047822,13602,20160722,0.291512271
3704071,10110,20160716,0.11458903
3704071,10110,20160707,0.275635495
3183367,4132,20160723,0.11458903
4276750,13602,20160726,0.291512271
6402574,9983,20160704,0.27755898
6402574,10418,20160706,0.27755898
6408718,13602,20160724,0.11458903
4587022,8059,20160717,0.123012129
4587022,9983,20160717,0.123012129
3212041,13602,20160715,0.291512271
5903890,13602,20160724,0.123012129
4598290,1904,20160709,0.123012129
3093769,8306,20160728,0.275635495
3093769,8059,20160728,0.275635495
3093769,9983,20160716,0.123012129
3093769,8306,20160728,0.275635495
4370962,8059,20160722,0.275635495
6208018,2920,20160729,0.291512271
2189065,2096,20160715,0.275635495
4029193,13602,20160703,0.123012129
3119881,493,20160721,0.275635495
3910921,9983,20160712,0.275635495
3910921,13602,20160711,0.291512271
6773266,2096,20160717,0.123012129
4948498,2978,20160725,0.27755898
2347273,13602,20160725,0.291512271
4190473,10284,20160720,0.275635495
3536137,13602,20160728,0.291512271
2358025,13602,20160703,0.11458903
3930889,10438,20160729,0.275635495
3930889,13602,20160704,0.275635495
3930889,2893,20160724,0.123012129
3930889,2893,20160726,0.291512271
4066057,5702,20160716,0.11458903
4066057,13602,20160724,0.123012129
4066057,5702,20160723,0.11458903
4066057,5702,20160709,0.11458903
4070665,10418,20160715,0.27755898
3024649,3992,20160709,0.11458903
6862354,13602,20160731,0.123012129
6078994,10438,20160716,0.11458903
3310345,10438,20160731,0.123012129
6112786,13602,20160714,0.275635495
2930953,2978,20160724,0.123012129
6939154,10418,20160727,0.275635495
6939154,2978,20160727,0.291512271
3208969,3985,20160724,0.11458903
3208969,11876,20160724,0.11458903
2296075,13602,20160728,0.275635495
2173195,2601,20160703,0.11458903
5948950,10418,20160720,0.291512271
2723083,4277,20160724,0.123012129
4177675,9983,20160721,0.275635495
4177675,13602,20160719,0.275635495
6790678,13602,20160723,0.11458903
3531019,8059,20160717,0.11458903
7343638,8059,20160704,0.27755898
3021067,13320,20160722,0.291512271
2773771,4727,20160725,0.275635495
4286998,13602,20160711,0.27755898
6385174,9983,20160712,0.275635495
2933515,9983,20160703,0.115577607
2933515,13602,20160702,0.11458903
6925846,13602,20160714,0.275635495
6925846,9983,20160721,0.275635495
5617174,5785,20160725,0.291512271
6667798,9983,20160710,0.11458903
6667798,8499,20160725,0.275635495
6667798,13602,20160704,0.275635495
5887510,3093,20160704,0.277845784
