4129537,9983,20160712,0.883333333
6949378,3429,20160706,0.963333333
2166529,6928,20160727,0.97
2166529,1808,20160727,0.99
6172162,6500,20160708,0.9
4005121,9983,20160706,0.876666667
4347394,9983,20160716,0.876666667
3094273,13602,20160727,0.793333333
5139970,9983,20160729,0.933333333
3237121,13602,20160703,0.793333333
6224386,9983,20160716,0.92
6488578,13602,20160712,0.793333333
4164865,9983,20160703,0.913333333
4164865,8059,20160706,0.863333333
5468674,9983,20160713,0.93
6258178,9144,20160706,0.86
3659521,7341,20160727,1
3659521,13181,20160717,0.946666667
3659521,13602,20160718,0.79
7333378,13602,20160704,0.79
7333378,785,20160727,0.953333333
4454914,2978,20160711,0.813333333
6817282,8375,20160724,0.856666667
3149569,10418,20160721,0.986666667
6301186,1715,20160718,0.85
6301186,4203,20160708,0.91
2891521,13602,20160724,0.796666667
3422977,13602,20160727,0.793333333
4771330,13602,20160726,0.8
4513282,11799,20160712,0.956666667
3439873,13602,20160713,0.793333333
6632962,13602,20160727,0.793333333
6632962,10438,20160705,0.926666667
6912514,9934,20160724,0.903333333
2821891,10418,20160702,0.983333333
3872515,10418,20160704,0.983333333
3872515,2978,20160704,0.826666667
2699011,13602,20160705,0.796666667
5406214,3903,20160722,0.913333333
5406214,2440,20160722,0.89
3359491,10418,20160725,1
4147459,5743,20160715,0.923333333
5427718,4912,20160704,0.926666667
5427718,662,20160704,0.863333333
5427718,1528,20160704,0.546666667
2848003,13602,20160702,0.796666667
2726659,10842,20160724,0.86
3649795,2978,20160723,0.81
3649795,10418,20160701,0.986666667
2612995,9983,20160703,0.92
3808003,9983,20160721,0.916666667
3812611,3992,20160721,0.986666667
3425539,3992,20160719,0.986666667
6853126,13181,20160721,0.943333333
4251142,10609,20160707,0.96
3442435,13602,20160713,0.793333333
3182851,11986,20160731,0.99
7175686,7774,20160706,0.863333333
7175686,9983,20160717,0.876666667
3199747,8059,20160712,0.913333333
3199747,3429,20160718,0.96
6140422,6480,20160728,0.833333333
4001029,13602,20160704,0.793333333
3873541,2978,20160718,0.826666667
4603402,5482,20160723,0.956666667
6443530,13602,20160722,0.793333333
3627781,10418,20160713,0.986666667
4913674,8059,20160712,0.87
3506437,13602,20160719,0.793333333
2196229,6614,20160717,0.976666667
2329861,13849,20160724,0.883333333
3514117,9967,20160706,0.826666667
5733898,13183,20160705,0.936666667
2480389,2978,20160703,0.816666667
3928837,1904,20160722,0.973333333
3017989,13602,20160730,0.796666667
3017989,9983,20160704,0.93
5776906,13602,20160706,0.796666667
6332938,13602,20160724,0.793333333
5568010,8596,20160722,0.96
5568010,8596,20160722,0.96
2398981,13602,20160722,0.796666667
3208453,10418,20160713,0.986666667
7205386,13602,20160729,0.793333333
4866574,13602,20160723,0.796666667
4866574,9983,20160725,0.89
5394958,2601,20160712,0.986666667
6445582,13602,20160713,0.793333333
3748615,13602,20160709,0.8
3748615,11184,20160703,0.883333333
5941774,9983,20160711,0.92
2842375,3429,20160725,0.956666667
2324743,10418,20160701,0.986666667
6491662,4654,20160717,0.9
3644167,11463,20160710,0.91
3644167,11463,20160706,0.91
3644167,11463,20160708,0.91
3644167,11463,20160711,0.91
3644167,11463,20160713,0.91
2862343,3004,20160712,0.95
2862343,2070,20160721,0.76
2862343,7821,20160721,0.953333333
2862343,14,20160731,0.98
4676110,9983,20160727,0.933333333
3135751,3992,20160724,0.996666667
4054279,9983,20160729,0.876666667
4192519,13602,20160723,0.796666667
2363143,3780,20160703,0.916666667
2363143,13161,20160703,0.923333333
2363143,2978,20160724,0.816666667
2363143,10438,20160729,0.923333333
3025159,9983,20160703,0.93
3025159,10438,20160701,0.926666667
3025159,13602,20160725,0.793333333
6574606,8059,20160729,0.883333333
2771719,13602,20160728,0.793333333
2513671,9983,20160723,0.876666667
7136782,13602,20160714,0.79
3568903,8596,20160722,0.953333333
5047822,13602,20160722,0.796666667
3704071,10110,20160716,0.903333333
3704071,10110,20160707,0.903333333
3183367,4132,20160723,0.74
4276750,13602,20160726,0.79
6402574,9983,20160704,0.93
6402574,10418,20160706,0.983333333
6408718,13602,20160724,0.793333333
4587022,8059,20160717,0.863333333
4587022,9983,20160717,0.876666667
3212041,13602,20160715,0.796666667
5903890,13602,20160724,0.796666667
4598290,1904,20160709,0.963333333
3093769,8306,20160728,0.976666667
3093769,8059,20160728,0.866666667
3093769,9983,20160716,0.876666667
3093769,8306,20160728,0.976666667
4370962,8059,20160722,0.87
6208018,2920,20160729,0.916666667
2189065,2096,20160715,0.97
4029193,13602,20160703,0.79
3119881,493,20160721,0.956666667
3910921,9983,20160712,0.916666667
3910921,13602,20160711,0.79
6773266,2096,20160717,0.963333333
4948498,2978,20160725,0.826666667
2347273,13602,20160725,0.796666667
4190473,10284,20160720,0.943333333
3536137,13602,20160728,0.79
2358025,13602,20160703,0.8
3930889,10438,20160729,0.926666667
3930889,13602,20160704,0.81
3930889,2893,20160724,0.966666667
3930889,2893,20160726,0.966666667
4066057,5702,20160716,0.963333333
4066057,13602,20160724,0.79
4066057,5702,20160723,0.963333333
4066057,5702,20160709,0.963333333
4070665,10418,20160715,0.983333333
3024649,3992,20160709,0.963333333
6862354,13602,20160731,0.79
6078994,10438,20160716,0.926666667
3310345,10438,20160731,0.916666667
6112786,13602,20160714,0.793333333
2930953,2978,20160724,0.816666667
6939154,10418,20160727,0.986666667
6939154,2978,20160727,0.823333333
