4129537,9983,20160712,0.929115925
6949378,3429,20160706,0.887554747
2166529,6928,20160727,0.980445184
2166529,1808,20160727,0.986975648
6172162,6500,20160708,0.936579791
4005121,9983,20160706,0.87639725
4347394,9983,20160716,0.87639725
3094273,13602,20160727,0.929115925
5139970,9983,20160729,0.957123978
3237121,13602,20160703,0.929115925
6224386,9983,20160716,0.940550674
6488578,13602,20160712,0.87639725
4164865,9983,20160703,0.936579791
4164865,8059,20160706,0.965448371
5468674,9983,20160713,0.887554747
6258178,9144,20160706,0.825702303
3659521,7341,20160727,0.995783204
3659521,13181,20160717,0.966721427
3659521,13602,20160718,0.87639725
7333378,13602,20160704,0.87639725
7333378,785,20160727,0.940597202
4454914,2978,20160711,0.874646314
6817282,8375,20160724,0.9871892
3149569,10418,20160721,0.87639725
6301186,1715,20160718,0.929115925
6301186,4203,20160708,0.971077902
2891521,13602,20160724,0.87639725
3422977,13602,20160727,0.87639725
4771330,13602,20160726,0.957617402
4513282,11799,20160712,0.989215289
3439873,13602,20160713,0.87639725
6632962,13602,20160727,0.87639725
6632962,10438,20160705,0.979848208
6912514,9934,20160724,0.87639725
2821891,10418,20160702,0.887554747
3872515,10418,20160704,0.887554747
3872515,2978,20160704,0.931600761
2699011,13602,20160705,0.87639725
5406214,3903,20160722,0.950722744
5406214,2440,20160722,0.950722744
3359491,10418,20160725,0.936579791
4147459,5743,20160715,0.874646314
5427718,4912,20160704,0.921502604
5427718,662,20160704,0.874646314
5427718,1528,20160704,0.87639725
2848003,13602,20160702,0.936579791
2726659,10842,20160724,0.929115925
3649795,2978,20160723,0.874646314
3649795,10418,20160701,0.87639725
2612995,9983,20160703,0.940931078
3808003,9983,20160721,0.946506701
3812611,3992,20160721,0.936579791
3425539,3992,20160719,0.887554747
6853126,13181,20160721,0.874646314
4251142,10609,20160707,0.87639725
3442435,13602,20160713,0.87639725
3182851,11986,20160731,0.957617402
7175686,7774,20160706,0.398991778
7175686,9983,20160717,0.87639725
3199747,8059,20160712,0.98665308
3199747,3429,20160718,0.957123978
6140422,6480,20160728,0.510248381
4001029,13602,20160704,0.929115925
3873541,2978,20160718,0.931600761
4603402,5482,20160723,0.944838113
6443530,13602,20160722,0.87639725
3627781,10418,20160713,0.87639725
4913674,8059,20160712,0.965448371
3506437,13602,20160719,0.87639725
2196229,6614,20160717,0.358455112
2329861,13849,20160724,0.874646314
3514117,9967,20160706,0.963903692
5733898,13183,20160705,0.825702303
2480389,2978,20160703,0.874646314
3928837,1904,20160722,0.885975024
3017989,13602,20160730,0.936579791
3017989,9983,20160704,0.887554747
5776906,13602,20160706,0.87639725
6332938,13602,20160724,0.87639725
5568010,8596,20160722,0.86614529
5568010,8596,20160722,0.86614529
2398981,13602,20160722,0.929115925
3208453,10418,20160713,0.950722744
7205386,13602,20160729,0.929115925
4866574,13602,20160723,0.87639725
4866574,9983,20160725,0.929115925
5394958,2601,20160712,0.96969075
6445582,13602,20160713,0.87639725
3748615,13602,20160709,0.887554747
3748615,11184,20160703,0.931600761
5941774,9983,20160711,0.940550674
